retweetCount,quoteCount,replyCount,retweetedTweet,date,user,text,lang,likeCount,id,cleaned_text
0,0,0,False,2024-07-21,"{'id': 487769182, 'id_str': '487769182', 'url': 'https://twitter.com/Patriotic 🇺🇸Suzanne⭐️⭐️⭐️', 'username': 'Patriotic 🇺🇸Suzanne⭐️⭐️⭐️', 'rawDescription': 'God Bless America & PresidentTrump 🇺🇸#Vets #MAGA FB @ScottPresler @Genflynn @DineshDSouza @WayneDupreeShow @chuckwoolery @charliekirk11 @jessiejaneduff', 'created': datetime.datetime(2012, 2, 9, 18, 31, 54, tzinfo=datetime.timezone.utc), 'followersCount': 36059, 'friendsCount': 18064, 'statusesCount': 523816, 'favouritesCount': 277251, 'listedCount': 342, 'mediaCount': 4738, 'location': 'Idaho ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1646869347464548353/T15UctKY_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@Don_Vito_08 Kamala said Joe Biden is very much alive and running for President? What an odd thing to say.,",en,0.0,1815132185973997668,"@USER Kamala said Joe Biden is very much alive and running for President? What an odd thing to say.,"
0,0,0,False,2024-07-21,"{'id': 1812332290275409920, 'id_str': '1812332290275409920', 'url': 'https://twitter.com/Dallas Goebel', 'username': 'Dallas Goebel', 'rawDescription': 'Christian, husband, father, pastor of Burton Memorial Baptist Church, Bowling Green, KY', 'created': datetime.datetime(2024, 7, 14, 3, 45, 6, tzinfo=datetime.timezone.utc), 'followersCount': 46, 'friendsCount': 400, 'statusesCount': 379, 'favouritesCount': 57, 'listedCount': 0, 'mediaCount': 20, 'location': 'Bowling Green, KY', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1812563677381263360/I5XFtdeQ_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@jm_larue Biden made no decision. He did not “walk away.” That man was forced out. That’s as obvious to see as his shuffle off a stage.,en,1.0,1815132185890038167,@USER Biden made no decision. He did not walk away. That man was forced out. Thats as obvious to see as his shuffle off a stage.
0,0,0,False,2024-07-21,"{'id': 1304721606858756096, 'id_str': '1304721606858756096', 'url': 'https://twitter.com/90 Cent', 'username': '90 Cent', 'rawDescription': '#ThunderUp #RuleTheJungle #LetsGeaux #InRussITrust #WestbrookForMVP', 'created': datetime.datetime(2020, 9, 12, 10, 0, 57, tzinfo=datetime.timezone.utc), 'followersCount': 1414, 'friendsCount': 1443, 'statusesCount': 7281, 'favouritesCount': 7090, 'listedCount': 1, 'mediaCount': 692, 'location': 'Joe Burrow’s Den', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1612407273875296256/ZTF5YWDj_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@hrrysgrpejuice Good thing you're 17 and can't vote. If you're not old enough to vote,you're not old enough to have a say in it. Stay mad lib. Dumb cunt is 17 and has the audacity to tell ADULTS who to vote for and who not to vote for🤣 stay mad bitch #Trump2024",en,1.0,1815132185810395512,"@USER Good thing you're 17 and can't vote. If you're not old enough to vote,you're not old enough to have a say in it. Stay mad lib. Dumb cunt is 17 and has the audacity to tell ADULTS who to vote for and who not to vote for stay mad bitch Trump 2024"
0,0,0,False,2024-07-21,"{'id': 1765831173845176320, 'id_str': '1765831173845176320', 'url': 'https://twitter.com/Rachel', 'username': 'Rachel', 'rawDescription': 'אני אוהב להיות יהודי', 'created': datetime.datetime(2024, 3, 7, 20, 7, 33, tzinfo=datetime.timezone.utc), 'followersCount': 91, 'friendsCount': 182, 'statusesCount': 5345, 'favouritesCount': 1199, 'listedCount': 4, 'mediaCount': 239, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1840485031128760320/s5JmaAsh_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@BillAckman @LHSummers @JoeBiden @POTUS Shut up! You wanted any other Democrat except Joe Biden, so now you will have one, and you are still complaining.",en,0.0,1815132185546174971,"@USER @USER @USER @USER Shut up! You wanted any other Democrat except Joe Biden, so now you will have one, and you are still complaining."
0,0,0,False,2024-07-21,"{'id': 184041288, 'id_str': '184041288', 'url': 'https://twitter.com/Marty', 'username': 'Marty', 'rawDescription': 'Retired environmental enforcement specialist. Lifetime Dem and Biden/Harris voter. Pass voting rights and BBB', 'created': datetime.datetime(2010, 8, 28, 14, 56, 54, tzinfo=datetime.timezone.utc), 'followersCount': 262, 'friendsCount': 610, 'statusesCount': 4631, 'favouritesCount': 18921, 'listedCount': 1, 'mediaCount': 137, 'location': 'Wisconsin, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1366101487919710216/rTRFzuNB_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@TrumpDailyPosts Projection much?  You can’t hold a feather to Biden’s historical accomplishments. If you’re elected to a second term, God save our country from you.",en,0.0,1815132185495523589,"@USER Projection much? You cant hold a feather to Bidens historical accomplishments. If youre elected to a second term, God save our country from you."
0,0,0,False,2024-07-21,"{'id': 824006689540210688, 'id_str': '824006689540210688', 'url': 'https://twitter.com/Fortune👨🏾\u200d💻🍊🌉 MPH', 'username': 'Fortune👨🏾\u200d💻🍊🌉 MPH', 'rawDescription': 'Want to be a part of something better. Crypto Enthusiast/Philanthropist & Yield Farmer👨🏾\u200d🌾 ADA Handle $chilledcannabis Indigo DAO Governance Mod', 'created': datetime.datetime(2017, 1, 24, 21, 31, 18, tzinfo=datetime.timezone.utc), 'followersCount': 1467, 'friendsCount': 2919, 'statusesCount': 40320, 'favouritesCount': 339561, 'listedCount': 15, 'mediaCount': 244, 'location': 'Washington, DC', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1657433282009505792/AjkeGMpy_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",This is an article from  2023…. You think the DNC or Biden staff didn’t already know she would be ELIGIBLE for Presidency?  She’s already a VP. Mario you’re not a journalist or a new media journalist. https://t.co/GXqUNHH0af,en,0.0,1815132185076375677,This is an article from 2023. You think the DNC or Biden staff didnt already know she would be ELIGIBLE for Presidency? Shes already a VP. Mario youre not a journalist or a new media journalist. HTTPURL
0,0,0,False,2024-07-21,"{'id': 1350615188442124288, 'id_str': '1350615188442124288', 'url': 'https://twitter.com/BJM241', 'username': 'BJM241', 'rawDescription': 'Sees the humor of life, love comedy and laughing, but I have deep understanding and compassion for life’s pain', 'created': datetime.datetime(2021, 1, 17, 1, 25, 45, tzinfo=datetime.timezone.utc), 'followersCount': 54, 'friendsCount': 487, 'statusesCount': 4227, 'favouritesCount': 8102, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@BarackObama I will miss President Joe Biden!  I feel bad for him.,en,0.0,1815132184942104957,@USER I will miss President Joe Biden! I feel bad for him.
1,0,0,False,2024-07-21,"{'id': 373640752, 'id_str': '373640752', 'url': 'https://twitter.com/DakotaGirl495', 'username': 'DakotaGirl495', 'rawDescription': '#Resister #GAVoteDemocracy; #StrongerTogether #JusticeMatters #DemocracyDocket; #HarrisWalz2024', 'created': datetime.datetime(2011, 9, 14, 23, 37, 4, tzinfo=datetime.timezone.utc), 'followersCount': 6441, 'friendsCount': 6147, 'statusesCount': 87669, 'favouritesCount': 53311, 'listedCount': 17, 'mediaCount': 2091, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1565536415856869376/yYr9h9LT_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@NaomiBiden We LOVE Prez Biden!!!!!!,en,2.0,1815132184912576833,@USER We LOVE Prez Biden!!!!!!
0,0,1,False,2024-07-21,"{'id': 1278157096391974913, 'id_str': '1278157096391974913', 'url': 'https://twitter.com/Alexx⁷', 'username': 'Alexx⁷', 'rawDescription': 'Streamer, VR content creator, and I.T. IRL\n12k Tiktok, 354 Twitch.\nBusiness Inquiries: business@alexxseven.com\n\nPFP is by @EmbraceEmotes\nBanner by @Jumpix', 'created': datetime.datetime(2020, 7, 1, 2, 43, 12, tzinfo=datetime.timezone.utc), 'followersCount': 329, 'friendsCount': 575, 'statusesCount': 5199, 'favouritesCount': 18414, 'listedCount': 2, 'mediaCount': 549, 'location': 'E Arth', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1742163132229746689/8PQAswn8_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@Joesott Joe Biden decided his rizz game was lackin, so he skibidid back to Ohio, no cap, and gave kamala main character energy.

You're welcome. 😊",en,1.0,1815132184702828865,"@USER Joe Biden decided his rizz game was lackin, so he skibidid back to Ohio, no cap, and gave kamala main character energy. You're welcome."
0,0,0,False,2024-07-21,"{'id': 1687598333110398976, 'id_str': '1687598333110398976', 'url': ""https://twitter.com/V for Vendetta - Washington's Student"", 'username': ""V for Vendetta - Washington's Student"", 'rawDescription': 'The only verdict is vengeance;a vendetta, held as a votive, not in vain,for the value and veracity of such shall one day vindicate the vigilant and the virtuous', 'created': datetime.datetime(2023, 8, 4, 22, 56, 19, tzinfo=datetime.timezone.utc), 'followersCount': 130, 'friendsCount': 69, 'statusesCount': 4898, 'favouritesCount': 2132, 'listedCount': 6, 'mediaCount': 1447, 'location': 'What I am is a man in a mask.', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1687909492011241472/QqqFmS7Y_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","Joe Biden is a threat to our National Security and to our Democracy.  It's time to invoke the 25th Amendment.

#removehimnow",en,0.0,1815132184631464401,Joe Biden is a threat to our National Security and to our Democracy. It's time to invoke the 25th Amendment. removehimnow
0,0,0,False,2024-07-21,"{'id': 1686060657081303128, 'id_str': '1686060657081303128', 'url': 'https://twitter.com/jameslouis', 'username': 'jameslouis', 'rawDescription': '', 'created': datetime.datetime(2023, 7, 31, 17, 6, 35, tzinfo=datetime.timezone.utc), 'followersCount': 79, 'friendsCount': 79, 'statusesCount': 2247, 'favouritesCount': 74, 'listedCount': 0, 'mediaCount': 159, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1686063214168006656/lDSBK3WI_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@MSNBC MSDNC ought to be proud of the way they threw Biden under the bus. Still doesn't help the $h!t ratings.,en,0.0,1815132184484909225,@USER MSDNC ought to be proud of the way they threw Biden under the bus. Still doesn't help the $h!t ratings.
0,0,0,False,2024-07-21,"{'id': 1014175172, 'id_str': '1014175172', 'url': 'https://twitter.com/Aang Bishop!!!', 'username': 'Aang Bishop!!!', 'rawDescription': 'Black Nationalist, southern country nigga, I’m for blacks & blacks only, Fbk president, ceo of koons, klan of oppressed negroes,', 'created': datetime.datetime(2012, 12, 16, 0, 20, 2, tzinfo=datetime.timezone.utc), 'followersCount': 3153, 'friendsCount': 4781, 'statusesCount': 38176, 'favouritesCount': 24003, 'listedCount': 5, 'mediaCount': 1087, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1836430114579476480/DuSpV72a_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@NasaMcmahon 😂😂 you a menace gang,en,0.0,1815132184350691477,@USER you a menace gang
0,0,0,False,2024-07-21,"{'id': 1602859294315225089, 'id_str': '1602859294315225089', 'url': 'https://twitter.com/Casket Jack', 'username': 'Casket Jack', 'rawDescription': 'At midnight, I take your soul.', 'created': datetime.datetime(2022, 12, 14, 2, 53, 41, tzinfo=datetime.timezone.utc), 'followersCount': 214, 'friendsCount': 331, 'statusesCount': 9550, 'favouritesCount': 2602, 'listedCount': 1, 'mediaCount': 398, 'location': 'Hell', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1743459760765104128/1OKVd1No_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@girldrawsghosts There's no way the Democrats are going to win this election. They weren't going to win with Biden and they sure the fuck aren't going to win with cackling Kamala talking about that unburdened nonsense she keeps repeating.,en,0.0,1815132184220520655,@USER There's no way the Democrats are going to win this election. They weren't going to win with Biden and they sure the fuck aren't going to win with cackling Kamala talking about that unburdened nonsense she keeps repeating.
0,0,0,False,2024-07-21,"{'id': 1717639988609753088, 'id_str': '1717639988609753088', 'url': 'https://twitter.com/Mars', 'username': 'Mars', 'rawDescription': 'English/中文/bilingual/\nLet Ukraine strike back!\n\nStand with Democracy!\n\nNever Trump 🩵', 'created': datetime.datetime(2023, 10, 26, 20, 31, 12, tzinfo=datetime.timezone.utc), 'followersCount': 1180, 'friendsCount': 1483, 'statusesCount': 37809, 'favouritesCount': 42044, 'listedCount': 10, 'mediaCount': 6261, 'location': 'Mars', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1789075163272638464/pHyrJjIr_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@MikeSington Joe Biden is a Hero! https://t.co/E5ZjIwwSRv,en,0.0,1815132184136610230,@USER Joe Biden is a Hero! HTTPURL
0,0,0,False,2024-07-21,"{'id': 1518695611687702528, 'id_str': '1518695611687702528', 'url': 'https://twitter.com/Facebook Felon/FAFO', 'username': 'Facebook Felon/FAFO', 'rawDescription': 'All about the Constitution, Fuck Sukballz/Walz and the New World Order,save our children, Save our planet from liberal progressive democrats!', 'created': datetime.datetime(2022, 4, 25, 20, 57, 19, tzinfo=datetime.timezone.utc), 'followersCount': 50581, 'friendsCount': 49540, 'statusesCount': 27122, 'favouritesCount': 170136, 'listedCount': 10, 'mediaCount': 2784, 'location': 'Republic of Texas (Free Zone)', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1819934719141728256/Nc6Lfm-A_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@harryjsisson You can change support like you change your underwear, you should be pissed and support your dude, you’re a bitch, you should write Biden in!!! https://t.co/CwY3jZN9NB",en,4.0,1815132184115806707,"@USER You can change support like you change your underwear, you should be pissed and support your dude, youre a bitch, you should write Biden in!!! HTTPURL"
